ticker,cik
SPEG,0002028735
BCBP,0001228454
HTLM,0002023153
DLNG,0001578453
ZIP,0001617553
HNVR,0001828588
IMPP,0001876581
AXREF,0001175596
USGO,0001947244
OXSQ,0001259429
CCLD,0001582982
TKNO,0001850902
WPAC,0002081536
ACHV,0000949858
APYX,0000719135
CBUS,0001705843
SIDU,0001879726
MHF,0000830487
EDF,0001501103
DTI,0001884516
ECF,0000793040
RAIL,0001320854
RVLGF,0001616885
CRDL,0001702123
CANG,0001725123
SPWR,0001838987
HRTX,0000818033
LARK,0001141688
CPKF,0000847538
NKTX,0001787400
INAC,0002063816
TNYA,0001858848
USBC,0001074828
UIS,0000746838
PMMCF,0001930459
SKYX,0001598981
YRD,0001631761
AGXPF,0001482436
PCOK,0001452936
EMYB,0001449794
TLSA,0001723069
AXR,0000006207
CNTB,0001835268
SNWV,0001417663
BANX,0001578987
CEPS,0002089536
MOLN,0001745114
YCY,0002075336
PNBK,0001098146
QNBC,0000750558
LPRO,0001806201
MDV,0001645873
ATOM,0001420520
NAZ,0000892992
ECBK,0001914605
TONX,0001566610
CDXS,0001200375
IGA,0001332943
SPE,0000897802
VXRT,0000072444
TGLO,0001066684
UNCY,0001766140
HUSIF,0001526475
KISB,0000803742
DOUG,0001878897
IMUX,0001280776
OWLT,0001816708
BDSX,0001439725
PFD,0000868578
EVG,0001287498
EMPG,0002005569
MSD,0000904112
MPA,0000891038
RCMT,0000700841
UNG,0001376227
DGXX,0001854368
IDN,0001040896
AGGI,0001109262
RFAM,0002091712
FATE,0001434316
GLQ,0001316463
ACR,0001332551
HQI,0001140102
VLTLF,0001872061
UAC,0002098669
MIST,0001408443
CIK,0000810766
LMRXF,0001001500
LFCR,0001005286
ENBP,0001437479
BZUN,0001625414
PZG,0001629210
EDAP,0001041934
ALTS,0000862861
HOFT,0001077688
TRAK,0000050471
BGX,0001504234
CTW,0002047148
WW,0000105319
AFBI,0001823406
AP,0000006176
BUDA,0002079720
HYI,0001497186
GAMB,0001839799
GRX,0001391437
DTIL,0001357874
FTCO,0001828377
INVZ,0001835654
ORMP,0001176309
SPRO,0001701108
SCPQ,0002083143
GNT,0001438893
SRI,0001043337
HUMA,0001818382
JMG,0002049717
AGL,0001831097
BRLT,0001866757
FTLF,0001374328
ROC,0002077709
SRBK,0001951276
GARLF,0001725569
RMBI,0001767837
DHX,0001393883
SHIM,0001887944
SBFG,0000767405
KLRS,0001754068
BEOB,0001480170
NPWR,0001845437
HEQ,0001496749
JYNT,0001612630
NEOV,0001748137
EMPD,0001829794
LCUT,0000874396
LCGMF,0001339688
AGEN,0001098972
BNC,0001482541
WRIV,0001328409
ZENA,0001997403
SANG,0001753368
BWG,0001504545
FGBI,0001408534
CODA,0001334325
CLPR,0001649096
JHS,0000759866
NYXH,0001857190
DOMO,0001505952
SCTSF,0001790538
JLHL,0002007846
EQ,0001746466
ACNT,0000095953
FRD,0000039092
SLBK,0001657642
KPTI,0001503802
WEA,0001163792
BCV,0000009521
OIO,0001957538
DXST,0001958133
RGP,0001084765
DH,0001861795
ACRG,0000773717
IPHA,0001598599
ELRE,0001438461
GHG,0001724755
RMMZ,0001870833
NAMM,0002026514
GPRO,0001500435
ANTX,0001880438
IPEX,0002028355
CGEH,0001009759
TYFG,0001725262
AMCI,0001937891
CAAS,0002037400
TLYS,0001524025
BSET,0000010329
PHD,0001305767
DMO,0001478102
MCN,0001289868
ASRT,0001808665
EML,0000031107
NCAUF,0001627868
BDTX,0001701541
PEPG,0001835597
VFL,0000895574
ONL,0001873923
WALD,0001840199
NZAUF,0001925511
TAVI,0002020385
TTEC,0001013880
PCSC,0002017526
NMT,0000897419
PROP,0001162896
THRY,0001556739
SILC,0000916793
ZJK,0001941506
INO,0001055726
BSAI,0001416090
SRL,0000016859
VLN,0001863006
LSBK,0002059653
KBLB,0001413119
MTC,0001742518
FKYS,0000737875
CEE,0000860489
FXY,0001353613
GRAY,0002073548
HYSR,0001481028
TUSK,0001679268
QSEA,0002047455
ATLX,0001540684
IHD,0001496292
PFO,0000882071
MDXH,0001872529
GOAI,0001983736
GFLT,0001796949
FURY,0001514597
OPRX,0001448431
ACOG,0001655923
NIM,0000890119
TBI,0000768899
HYNE,0002073153
CWBHF,0001750155
NMI,0000830271
AOUT,0001808997
MSLE,0001421642
FONR,0000355019
GHI,0001059142
CVGI,0001290900
CXE,0000845606
CFSU,0001621888
RMAX,0001581091
CHAR,0002024459
SDHC,0001982518
GGZ,0001585855
PGAC,0002030829
GCUMF,0001514860
QUMS,0002070900
CHPT,0001777393
DLTH,0001649744
PAI,0000075398
DRTTF,0001340476
MAPS,0001779474
GLU,0001282957
ZOMDF,0001684144
NINE,0001532286
IAF,0000779336
RVSB,0001041368
PMN,0001374339
JEQ,0000866095
WSBK,0002047235
SKIN,0001818093
ODYS,0001577445
CVVUF,0001023109
RCEL,0001762303
JHI,0000759828
UNB,0000706863
MGYR,0001337068
MED,0000910329
BAER,0001941536
COE,0001659494
REKR,0001697851
AKA,0001865107
RFIL,0000740664
DOWAY,0002038919
SLQT,0001794783
KVAC,0001889983
ARQ,0001515156
CRDF,0001213037
BMEA,0001840439
BSBK,0001787414
KULR,0001662684
SAMG,0001549966
CGO,0001285650
CHSN,0001825349
ULBI,0000875657
FORR,0001023313
GNLX,0001231457
FMBM,0000740806
DMRC,0001438231
TNYZF,0001836775
SBI,0000882300
MB,0002027265
MMLP,0001176334
ERH,0001279014
DWSN,0000799165
BOOM,0000034067
BCHG,0001732409
WPGCF,0001404353
ANPA,0002031688
WYGC,0000723533
HYPR,0001833769
CRMT,0000799850
IMDX,0001642380
ISPR,0001948455
JELD,0001674335
CGDXF,0001479480
EP,0000887396
AEC,0001519469
FREVS,0000036840
TORO,0001941131
SFBC,0001541119
SCOR,0001158172
JUSHF,0001909747
FGMC,0001906364
CLAR,0000913277
LPA,0001997711
SUNS,0002012706
UTKN,0001919182
PCF,0000810943
RPID,0001380106
AREN,0000894871
PROV,0001010470
CHPG,0002024460
MX,0001325702
ALDX,0001341235
DGNX,0002010499
RVRC,0001839140
RPT,0001614806
UBXG,0001888525
HURA,0001498382
UNIB,0000811211
SWZ,0000813623
SCTH,0001703157
XTGRF,0001288770
STIM,0001227636
BCRD,0001496690
BLMOY,0002109234
HFUS,0001482554
MRCC,0001512931
DTSQ,0002017950
NOEM,0001956648
KEQU,0000055529
BHST,0001723464
JLS,0001472215
LQMT,0001141240
CMTL,0000023197
BCIC,0001372807
ALYAF,0001734520
DFDV,0001805526
HFFG,0001680873
SPKL,0001884046
FTZFF,0001819258
OPTN,0002070577
AAWH,0001756390
PFBX,0000770460
FSHP,0001850059
SVRE,0001894693
VIRC,0000751365
IGI,0001462586
PGP,0001318025
STHO,0001953366
LICN,0001876766
GGOXF,0000877019
RMI,0001746967
LONA,0001620463
VMCAF,0001892747
RDZN,0001868640
TWG,0001978057
NOBH,0000072205
MGF,0000811922
MERC,0001333274
HIT,0002019505
NWPP,0001163389
HURC,0000315374
SEER,0001726445
BOTJ,0001275101
VWAV,0002038439
REDW,0000942895
LGO,0001400438
BEEP,0001847874
TTRX,0002023016
QTTB,0001661998
CHMI,0001571776
FLNT,0001460329
HCAT,0001636422
SUIG,0001425355
TSQ,0001499832
COYA,0001835022
LGCXF,0001921582
LCCC,0002049248
SGMO,0001001233
OPXS,0001397016
PYXS,0001782223
HSDT,0001610853
ONCY,0001129928
GDL,0001378701
MRDN,0001437925
RFAI,0002012807
CMU,0000809844
VRCA,0001660334
CWGL,0001562151
EVF,0001070732
TOUR,0001597095
BRCC,0001891101
PEW,0002051380
CSTAF,0001834032
BYNO,0001801417
TUNGF,0002049560
SPRB,0001683553
MCRP,0001993431
MGRT,0002033377
FPRGF,0001555980
INVE,0001036044
SRFM,0001936224
VRA,0001495320
MMTX,0002077033
ZKIN,0001687451
FUSB,0000717806
SPAUF,0001337090
ANIX,0000715446
HYDTF,0001958389
ORIQ,0002044523
BARK,0001819574
DIT,0000928465
UBCP,0000731653
AMWL,0001393584
RGT,0001514490
IH,0001814423
SMJF,0002070954
NEXM,0000795800
SIREF,0001577783
ORRCF,0001390352
CCNB,0001437213
FBIO,0001429260
TMCI,0001630627
SEV,0001786471
RSKIA,0000084112
JFB,0002024306
GCV,0000845611
RFM,0001790177
XTRAF,0001684505
WRAP,0001702924
FMN,0001199004
SAFX,0002019793
MCRB,0001609809
KZIA,0001075880
BDCTF,0001576159
SSTI,0001351636
DLHC,0000785557
VANI,0001266806
OKYO,0001849296
CRGO,0001927719
ALIS,0002026767
OCCI,0001716951
MAIA,0001878313
KG,0002055116
PYPD,0001611842
VGI,0001528811
INTG,0000069422
BMHL,0002027815
YHNA,0002020987
GCTS,0001851961
SLNG,0001043186
PLMJF,0001845550
NCTY,0001296774
CSPI,0000356037
NRXS,0001933567
SIF,0000090168
NRT,0000072633
CRCUF,0000868822
GNSS,0000924383
AUBN,0000750574
LIDR,0001818644
CHGG,0001364954
FLNA,0001069530
WSHP,0002048271
WWR,0000839470
FLL,0000891482
CBKM,0001006830
ITMSF,0001285170
CSBR,0000771856
AMTD,0001769731
EXFY,0001476840
AARD,0001774857
FVN,0002010653
GDO,0001472341
APAC,0002043630
SCAG,0002000366
DTF,0000879535
WSTN,0002076192
COOK,0001857853
LAKE,0000798081
MAYS,0000054187
ARSMF,0001804792
NIPG,0001966233
SPAI,0002011208
CPHC,0001672909
OPTT,0001378140
AEYE,0001362190
VNJA,0001532383
UYSC,0002036973
SERA,0001534969
IAE,0001385632
PBHC,0001609065
ZVIA,0001854139
BLNK,0001429764
BODI,0001826889
FDSB,0002012726
SLNH,0000064463
NTIC,0000875582
PMI,0002030617
XTNT,0001453593
PFX,0001490349
PLRX,0001746473
PYRGF,0001743344
AISP,0001842566
ESGH,0001883835
FNWB,0001556727
SIEB,0000065596
DTCX,0001853825
VATE,0001006837
NRRSF,0001778940
SSEA,0002059165
GMM,0001913749
CHUC,0001134765
LSE,0001985139
GOSS,0001728117
SKYQ,0001812447
HNNA,0001145255
PNI,0001170311
TGEN,0001537435
FBSI,0000912967
NMS,0001607997
CRSF,0000924396
BSAA,0002051587
VIOT,0001742770
SFWL,0001863218
XPL,0000917225
UWHR,0000898171
MIND,0000926423
AURE,0001765850
SGA,0000886136
STEM,0001758766
VGAS,0001841425
AEAE,0001852016
VCUFF,0001884122
MXCT,0001287098
WTG,0002053927
ATYR,0001339970
CNDA,0001851959
LOMLF,0001509397
SRCRF,0001467093
ARBE,0001861841
LBCMF,0001580110
ICG,0001895597
GANX,0001819411
IOR,0000949961
SPRU,0001772720
PLCE,0001041859
NBRG,0001918414
RSSS,0001386301
YOUL,0002028177
RLEA,0001893657
FNUC,0001769697
BPAC,0002064177
JUVF,0000714712
CCG,0001965473
GLV,0001288795
CBAT,0001117171
RANI,0001856725
CUAUF,0001737319
OCC,0001000230
BATL,0001282648
DMA,0001523289
TISI,0000318833
LUD,0001984124
NNBR,0000918541
GUTS,0001572616
BLNC,0001632121
AVD,0000005981
GRUSF,0001463000
GCL,0002002045
AEI,0001750106
XGN,0001274737
BDMD,0001982444
ALOT,0000008146
CPBI,0001979332
KNDI,0001720250
INLF,0001991592
PDCC,0001998043
XBIT,0001626878
CING,0001862150
PRPL,0001643953
XTIA,0001529113
ASPS,0001462418
PARK,0002069604
DWNX,0000927719
LNSR,0001320350
CEV,0001074692
BYSI,0001677940
SNT,0001993727
QTI,0001844505
HAIAF,0001848861
CYPH,0001509745
PCM,0000908187
PTHS,0001919246
NRXP,0001719406
NUVR,0000071557
SLND,0001883814
BLNE,0001534708
OM,0001484612
GRCE,0001444192
DWTX,0001818844
SOGP,0001783407
GECC,0001675033
AURX,0001091596
THMG,0000711034
BTCS,0001436229
GPMT,0001703644
QMCO,0000709283
BGSF,0001474903
VRM,0001580864
GAIA,0001089872
WKEY,0001738699
LOOP,0001504678
NSPR,0001433607
BRID,0000014177
YTRA,0001516899
COEP,0001759186
FSP,0001031316
FSI,0001069394
CCTC,0001477960
IMAQ,0001846235
ZEO,0001865506
NA,0001872302
UPXI,0001775194
AUXXF,0001725603
NKGFF,0001839154
UHG,0001830188
MCHX,0001224133
RIBB,0002035016
CCIF,0001517767
SYHBF,0001541190
KSCP,0001600983
BSEM,0001658678
CLST,0001849867
AIRG,0001272842
LFS,0002030277
WAMFF,0001893899
MNOV,0001226616
PYYX,0000939930
CPSH,0000814676
WFCF,0001360565
BYFC,0001001171
SLSN,0000883107
AFCG,0001822523
CGTX,0001455365
EEA,0000791718
RYDE,0001971115
MHH,0001437226
UFI,0000100726
IBO,0001834105
PMVP,0001699382
GRWG,0001604868
LFT,0001547546
XCH,0001979887
THCH,0001877333
ATHE,0001131343
LTCN,0001732406
FLD,0001889123
SYPR,0000864240
IBIO,0001420720
VLT,0000846671
SRTS,0001494891
LGCL,0001954694
CXH,0000847411
ACET,0001720580
STLE,0000779227
RFL,0001713863
MOB,0001898643
LIVG,0001593549
TZOO,0001133311
SLMT,0001939965
IFRX,0001708688
HLP,0001855557
FORA,0001829280
AGH,0002009312
PMVC,0001807765
PGZ,0001557523
ACTU,0001652935
DMNIF,0002000640
GENK,0001891856
NOMA,0001994214
SOTK,0000806172
KGFMF,0001853889
HTCO,0001928948
SEAT,0001856031
AOTVF,0001407582
CRT,0000881787
TEAD,0001454938
EXOZ,0002010788
AGIG,0001156041
ZBAI,0001755058
HAIN,0000910406
ANVS,0001477845
HOVR,0001930021
HOUR,0001874875
ASRV,0000707605
OPHC,0001288855
MASK,0001993097
RSF,0001644771
RGS,0000716643
DCGO,0001822359
NORD,0001011060
JANL,0001133062
LRDC,0001442492
HAO,0001954594
GEG,0001831096
IBAC,0001998781
PVL,0001520048
FNGR,0001602409
IZEA,0001495231
TMRC,0001445942
SNTL,0000889353
PRTS,0001378950
VHC,0001082324
MYPS,0001823878
KBSX,0002014254
RTGN,0001836295
BGM,0001779578
LVO,0001491419
BTMD,0001819253
TLGYF,0001879814
ISTKF,0001678748
TGE,0002053456
FSEA,0001943802
UMEW,0001114936
FTCI,0001828161
AASP,0000930245
VOC,0001505413
MDNC,0001931055
DRIO,0001533998
SDM,0002014955
EDVR,0001917599
HSPT,0002032950
HANNF,0001123267
VRDR,0001506929
CHEV,0001459188
LPCN,0001535955
CAPN,0002024203
FEAM,0001888654
CDLX,0001666071
SELF,0001031235
GPUS,0000896493
CLNN,0001822791
SOHOB,0001313536
ELBM,0001907184
LEAT,0001456189
BDL,0000012040
TCRX,0001783328
DDC,0001808110
ICCC,0000811641
AIRT,0000353184
NSTS,0001881592
EDRY,0001731388
MXE,0000863900
ZTEK,0001904501
MNY,0001974044
OKUR,0001637715
YI,0001738906
DXR,0000027367
CATO,0000018255
HPAI,0002001699
JAGU,0002039273
CTM,0001877939
FIEE,0001467761
CDAQF,0001851909
IMA,0001835579
TIL,0001789769
JMM,0000838131
STKS,0001399520
USPCY,0001939479
FFAI,0001805521
FMFG,0001698022
NXXT,0001817004
PODC,0001940177
LFVN,0000849146
APWC,0001026980
UEIC,0000101984
FRMM,0001690080
EURK,0002000410
KZR,0001645666
HYOR,0001070789
LUNG,0001127537
SPWH,0001132105
VIPRF,0001684662
GROV,0001841761
LVPA,0000831378
POSC,0000844985
MPU,0001953021
MDIA,0001784254
ELTK,0001024672
AVX,0001826397
SODI,0000091668
ACRV,0001781174
CTNT,0001951667
SJ,0001753673
HFBL,0001500375
RRGB,0001171759
WHEN,0000943535
BEWFF,0001113152
CTOR,0001851484
UCL,0001775898
HYFT,0001715925
PSIG,0001997201
BSPA,0002094107
MREO,0001719714
DOMH,0000012239
VHUB,0001972234
KRFG,0000774415
GNS,0001847806
YIBO,0001868395
BLGO,0000880242
IMMP,0001506184
XBP,0001839530
FTII,0001889450
INDO,0001757840
GGR,0001886190
COCH,0001840877
KLXE,0001738827
GMHS,0002000530
INVU,0000862651
IDXG,0001054102
ENTX,0001638097
CNVS,0001173204
LOAN,0001080340
TRT,0000732026
TCBS,0001849466
MGX,0001785279
NDLS,0001275158
BEAT,0001779372
PLNH,0001813452
CVU,0000889348
ALCY,0001901336
BENF,0001775734
BCHT,0000728385
MATH,0001682241
RDEXF,0001856082
GLBS,0001499780
OSTX,0001795091
FMY,0001319183
SORA,0002033515
INKT,0001840229
MGLD,0001005101
ABVE,0001979484
RYES,0001424864
WYY,0001034760
HMR,0002029471
BREZ,0002095443
STI,0001881551
OAKV,0001865429
PETS,0001040130
CPIX,0001087294
ECOR,0001560258
ZOOZ,0001992818
STSS,0001737995
BWEN,0001120370
SACH,0001682220
BKHA,0002000775
AMPG,0001518461
HCMC,0000844856
FOFA,0001871181
SCWO,0000933972
DSWL,0000946936
RNXT,0001574094
AXIL,0001718500
MHUBF,0001869137
OFS,0001487918
CPPMF,0001968617
KANP,0001230058
RLYB,0001739410
OTH,0002067767
HGBL,0000849145
PLUT,0001933021
STG,0001723935
COLA,0002028201
USEG,0000101594
AAME,0000008177
DRYGF,0002006413
RKHNF,0001422532
SCLX,0001820190
APT,0000884269
MDAI,0001833498
ALGS,0001799448
ESHA,0001918661
CIGL,0002001794
STLNF,0001729653
OMEX,0000798528
BIOF,0001549145
LEEEF,0001711141
SRXH,0001471727
IEHC,0000050292
WTHVF,0001562530
BRAG,0001867834
GPGCF,0001813241
JFU,0001619544
NAMI,0001967631
MKTW,0001805651
MLCI,0002051820
ARAY,0001138723
HCHL,0002046656
LINK,0000828146
ESAUF,0001657800
LSTA,0000320017
ESLA,0001844417
XHG,0001769256
ASFH,0001828748
MMCP,0001879293
RMCO,0001843656
ELUT,0001708527
AZASF,0001701599
FKWL,0000722572
ATOS,0001488039
MIRA,0001904286
SMOFF,0001538189
TELO,0001971532
GLXZ,0000013156
LISMF,0001643715
PXS,0001640043
BOF,0001962481
ZYBT,0001975641
BHM,0001903382
NTRP,0000788611
SKBL,0002031009
BRFH,0001487197
PRPO,0001043961
EDSA,0001540159
INIS,0001038277
BRIA,0002000230
ONMD,0001849380
WBX,0001866501
GOCO,0001808220
FSTJ,0001525306
QETA,0001978528
QSEP,0001103795
NTRB,0001676047
SAGGF,0001727370
REED,0001140215
ALAR,0001725332
GIBO,0002034520
LITS,0001262104
ACFN,0000880984
FCO,0000876717
TAOX,0001571934
MLGO,0001800392
IMTCF,0001288268
GKOR,0001474558
BGL,0002019435
QNTO,0001391933
JG,0001737339
VTSI,0001085243
IXHL,0001873875
DUO,0001750593
MAMO,0001952853
LITB,0001523836
TETEF,0001900679
CNTY,0000911147
SNBR,0000827187
SCYX,0001178253
MSSAF,0001882464
GRF,0000850027
SQNS,0001383395
HOWL,0001785530
RDI,0000716634
VNOV,0001699709
PRT,0001724009
AVAI,0001740797
EHTH,0001333493
NTWK,0001039280
GRML,0001907223
RGCCF,0001918151
INCR,0001857030
SEOVF,0001491434
SNSE,0001829802
MBBC,0001835385
NBY,0001389545
SKLZ,0001801661
BDCO,0000793306
DYNR,0001111741
RDGL,0001449349
UAVS,0000008504
NMTC,0001500198
RYM,0001800637
NSFDF,0001009922
RCT,0002027360
ELWT,0002063863
ATRA,0001604464
PTNT,0000911216
RMXI,0001970743
JSDA,0001083522
CDIX,0000811222
KCCFF,0001726906
ASTI,0001350102
LGL,0000061004
NCEW,0001968043
ZDGE,0001667313
ATCMF,0001567663
STRR,0001210708
AIIO,0001932737
KNRX,0001982960
MCAG,0001859035
SMXT,0001519472
CELU,0001752828
NXTC,0001661059
KWM,0002000756
AZZTF,0001706404
EKSO,0001549084
ROLR,0001947210
CYAB,0002032341
RAVE,0000718332
IBATF,0001786318
SKIL,0001774675
PRKR,0000914139
FTEK,0000846913
TLPH,0001427925
AAPI,0001134982
COHN,0001270436
HLEO,0001953988
EONR,0001842556
CSTE,0001504379
SPND,0000867038
WAVE,0001846715
LIVE,0001045742
JRSH,0001696558
SPCB,0001291855
CRVO,0001053691
ENGS,0001971828
ATVK,0001530185
RNTX,0001420565
PTLE,0002016337
PPSI,0001449792
WELNF,0001877557
WSTRF,0001621906
RDAC,0002018145
GWH,0001819438
CTSO,0001175151
QZMRF,0000811522
PHUN,0001665300
KDKGF,0000872699
VERU,0000863894
OESX,0001409375
CREX,0001356093
LVLU,0001780201
UNXP,0001751707
YYAI,0001674440
RMTI,0001041024
CULP,0000723603
CSDX,0001106861
RAND,0000081955
GDHG,0001928340
KFFB,0001297341
AIFF,0000803578
SRLZF,0000861972
MOBX,0001855467
APLM,0001944885
PXLW,0001040161
ANGH,0001871983
EMGDF,0001790607
IPWR,0001507957
ACCS,0000843006
RSRV,0000083350
WATT,0001575793
PLUR,0001158780
VPLM,0001410738
ITHUF,0001643154
NALG,0001059689
FATN,0001993400
KMRK,0002049187
KOSS,0000056701
NSYS,0000722313
POCI,0000867840
HWAUF,0001817161
RADX,0001949257
CNTM,0001895249
PFAI,0002032755
TACT,0001017303
NCI,0001916331
GIFT,0001760233
KPLT,0001785424
TOON,0001355848
NTZ,0000900391
INLX,0001081745
YSXT,0001993463
TKRFF,0001368845
ONEG,0002030834
FOXX,0002013807
BCG,0001953984
PDSB,0001472091
NTIP,0001065078
RPMT,0001437283
FGNX,0001591890
BTAI,0001720893
BAYA,0001969475
AHMA,0002010959
CBLO,0001882781
VNCE,0001579157
TURB,0001963439
REFR,0000793524
AIRE,0001859199
RYET,0001873454
MRNO,0001988776
RITR,0001951229
NEPH,0001196298
GROW,0000754811
ABLV,0001957489
EQTRF,0001635729
AVNI,0001113313
USIO,0001088034
WPRT,0001370416
OMH,0001944902
STKE,0001846839
VGES,0001746119
QTZM,0001663038
ATNM,0001388320
EVAX,0001828253
BRLS,0001852973
OPAD,0001825024
PGZFF,0001566073
JETMF,0001846084
AAQL,0001672571
SWAG,0001872525
UG,0000101295
LPSN,0001102993
TOP,0001848275
POM,0001877971
CLRCF,0001903392
PC,0001998056
BCTX,0001610820
INUV,0000829323
LGVN,0001721484
MDBH,0001934642
HERZ,0000880406
SST,0001805833
TPCS,0001328792
INMB,0001711754
VRHI,0002078149
EPOW,0001780731
AMBI,0001937441
VASO,0000839087
DYAI,0001213809
HOLO,0001841209
TVRD,0001346830
ATCH,0001963088
CNOBF,0001683408
ITHR,0001919191
KTCC,0000719733
SFCO,0001831523
MDWK,0001295514
AYTU,0001385818
HRGN,0001563665
HSPOF,0001946021
NAAS,0001712178
ZLME,0001489300
HYPD,0001682639
WBSR,0001645155
BLIV,0001982448
PSTV,0001095981
CIF,0000833021
FOFO,0002060083
WBQNL,0001785494
ARAI,0001818274
GDST,0001858007
CCEL,0000862692
SAGT,0002029138
MILIF,0001866460
SSGC,0001584693
ZDAI,0001966678
BIOX,0001769484
CXXIF,0000831609
SLGB,0001987189
AACG,0001420529
USREF,0002037786
DTST,0001419951
LDDD,0001892316
CVV,0000766792
EMCGF,0001869601
DXLG,0000813298
FARM,0000034563
ATHR,0002026353
BONXF,0001544770
CVM,0000725363
TELA,0001561921
EHSI,0001089815
BOSC,0001005516
BEEM,0001398805
CGTL,0001967822
PSQH,0001847064
GDSRF,0001427901
RAPH,0001415397
KYNB,0000921299
FUSE,0002033383
VNRX,0000093314
NRDE,0001759546
CRWS,0000025895
ATCX,0001684688
TRXA,0001437750
STLY,0000797465
XCUR,0001698530
QCLS,0001321834
PRKA,0001297937
AWRE,0001015739
GRAN,0002027722
MRMD,0001522767
VEEA,0001840317
CNF,0001733868
HAFG,0001367993
LIXT,0001335105
BMNM,0001275477
HYEX,0001630176
TDTH,0001983550
WKHS,0001425287
DARE,0001401914
NIXX,0001462223
SRGZ,0001401835
UFG,0002021688
UONE,0001041657
RYOJ,0002012600
BANL,0001914805
TINFF,0001864597
LOCL,0001840780
PMEC,0001891944
WNDW,0001071840
PFSB,0001967656
CLPS,0001724542
BAFN,0001649739
JOB,0000040570
TMDE,0002009714
ZEFIF,0001945138
CFND,0002044327
JL,0001948436
IGC,0001326205
MYO,0001369290
NSRX,0002029039
EQS,0000878932
ADGM,0002006986
MVO,0001371782
PHNMF,0001720553
FMST,0001935418
KNGRF,0001191832
SFRX,0001106213
MAXN,0001796898
VNTG,0002027160
CPOP,0001807389
ASPC,0001890361
SNTI,0001854270
KLNG,0001110607
NRSN,0001875091
GAME,0001714562
USGDF,0001726159
PASG,0001787297
EZGO,0001806904
FEMY,0001339005
ZBAO,0001966750
AEON,0001837607
QRHC,0001442236
ARKR,0000779544
SUUN,0002011053
NOM,0000899782
BOLD,0001782303
ETST,0001538495
REVFF,0001002366
SFCX,0001624985
WIMI,0001770088
PETV,0001512922
MODD,0001074871
JSPR,0001788028
SMX,0001940674
ABVC,0001173313
BTM,0001901799
CRMZ,0000315958
JVA,0001007019
FEDU,0001709819
CDT,0001896212
LSH,0001996192
ROMJF,0001742195
DAIO,0000351998
NHTC,0000912061
SER,0001708599
PLSM,0002064764
GRNQ,0001597846
KDOZF,0001318482
SDST,0001831979
BZDLF,0001527038
VIPZ,0001832161
NEON,0000087050
KAYS,0001530746
AITX,0001498148
TXMD,0000025743
ICMB,0001578348
BRNS,0001828185
LSF,0001650696
MNDO,0001119083
BIRD,0001653909
BHIC,0001784440
GSIW,0001954269
UTSI,0001030471
RCG,0000919567
RCON,0001442620
KARX,0001729637
POWMF,0001988634
PSHG,0001481241
FLUX,0001083743
APAAF,0001419336
LASE,0001807887
NYC,0001595527
DFNS,0001787518
BZFD,0001828972
AAUAF,0001015647
VTGN,0001411685
MLSS,0000855683
CLOQ,0001437517
CYN,0001874097
ORIO,0001602842
IGTA,0001866838
SPEX,0002099188
APUS,0001894525
CUE,0001645460
TPST,0001544227
POAS,0002024258
TPET,0001898766
ICCM,0001584371
SCIA,0000830616
COGDF,0001557440
NEUP,0001191070
MKDW,0001991332
ECRO,0001300317
CRIS,0001108205
HBIO,0001123494
BRKCF,0001019742
WYHG,0001999860
SNNF,0002072421
EVTV,0001563568
TRSG,0001943444
BMR,0001899005
OTLK,0001649989
PVCT,0000315545
BURU,0001814215
IRVRF,0001666782
JGLDF,0001686000
CKX,0000352955
VBIX,0000797542
GTHP,0000924515
BFRG,0001829247
LIMX,0001803977
EHLD,0002032779
TBTC,0001090396
FENG,0001509646
YXT,0001872090
DFLI,0001847986
RMCF,0001616262
AQUC,0001861063
MXC,0000066418
TBHC,0001056285
YHC,0001843165
MSGM,0001821175
RAIN,0002028293
BHSIF,0001432588
DOGZ,0001707303
YTFD,0001311673
CHAI,0001649009
PLAG,0001117057
TC,0001743340
QNTM,0001771885
SKYE,0001516551
CTXR,0001506251
TIGCF,0001387473
SPRS,0000747540
OBAI,0001756064
EUDA,0001847846
TARSF,0001409036
PAYD,0001017655
IPM,0001355839
RDGMF,0001820025
ZGM,0002011458
VYNE,0001566044
TTIPF,0001877778
GNOLF,0001261002
RVP,0000946563
AUST,0001817740
NNVC,0001379006
YMT,0001991605
AUID,0001534154
LEXX,0001348362
UPLD,0001505155
CNTMF,0001758124
AIDX,0001139685
IINN,0001837493
SNAL,0001886894
APCX,0001070050
IVFH,0000312257
STAK,0002002453
GUER,0001832487
LIQT,0001307579
LHAI,0002017758
EPSM,0001883437
IVF,0001417926
GOVB,0001978811
CHKR,0001524769
DUKR,0001638911
TLF,0000909724
MSAI,0001863990
XOS,0001819493
ACCL,0002038378
SMSI,0000948708
DLPN,0001282224
PBMLF,0001319150
AHT,0001232582
USEA,0001912847
TVGN,0001860871
MOGU,0001743971
SURG,0001392694
RVSN,0001743905
RLBY,0000034285
QVCGA,0001355096
GYRO,0001589061
CTRM,0001720161
LRE,0001888980
HUDI,0001791725
ALLR,0001860657
CRVW,0001377149
OTLC,0000908259
DQWS,0001652561
ULTHF,0001850269
VAUCF,0001723047
BKUCF,0001463978
RECT,0001995116
GREE,0001844971
IRIX,0001006045
LGCB,0001969401
NNUP,0000888981
AMOD,0001862463
ZEOX,0001557376
